RA, CÓDIGO 
11202020316, NA1ESTO011-17SB
11201920400, NAESTG002-17SB
11202020324, NAESTE034-17SA
11201921074, DA1ESHC038-17SB
11201722345, NA2MCTB001-17SA
11201722345, DA2NHI5001-15SA
11201722345, DA1NHT5004-15SA
11201722345, DA1MCZB031-17SA
11201722345, DA2NHI5002-15SA
11202212530, DA2BIN0406-15SA
21017115, NAESHR007-21SB
11202020746, DA1ESHC003-17SB
11202231576, NA2ESTA004-17SA
11201921846, DAESZG018-17SB
11202130816, DA1BCN0404-15SB
11201921773, DA1ESTS010-17SB
11201720540, NANHZ2116-18SB
11201721346, NA1ESTU034-17SA
11201932514, DA1ESTU039-17SA
11202020853, NANHZ2111-18SB
11103315, NA1BCS0002-15SB
11201921288, DA1BIS0003-15SB
11201921288, DA1BIQ0602-15SB
11202021904, DA1ESTA014-17SA
11201810256, DA1MCTA016-13SA
11202130201, NA1ESTO011-17SB
11202020427, NANHH2007-13SB
11202232184, DC1ESTO902-17SA
11201811449, NA1ESHT009-17SB
11202021683, NA1MCZA002-17SA
11201810008, NA1ESZU013-17SA
11201810008, NA1NHZ4078-20SA
11201810008, NA1ESTU031-17SA
11202111190, DB1BCL0306-15SB
11202111190, DA1BIR0004-15SB
11202111190, DB1BCM0505-22SB
11202022089, NAESZP002-13SB
11202022089, NANHZ2093-16SB
11202230532, NAESTS012-17SB
11202020775, NANHH2086-16SB
11201920362, NA1MCTA003-17SA
11201920362, DAMCZA030-17SA
11202020917, DA1BCS0002-15SB
11016416, NAESZG002-17SB
11201920326, NA1LHZ0018-19SB
11202231932, DB1ESTO017-17SA
11202020422, NA1MCZA002-17SA
11201723109, DA1ESZU030-17SA
11202111636, NA2MCTB001-17SA
11202111636, NA1MCZB013-13SA
11201810517, NA1BCN0407-15SA
11201810517, NA2MCTB001-17SA
11201722438, NA1BCK0104-15SB
11201722438, NA1ESTS003-17SB
11201810618, DA2MCTA024-13SA
11024416, NANHH2033-18SB
11024416, DANHZ2132-18SB
11024416, NA1NHH2017-16SB
11202231589, NB1BIN0406-15SB
11202111990, DA1BCS0001-15SA
11202111832, DA1NHZ1096-19SA
11202231936, DA2BCM0505-22SB
11201920884, NB2BCM0505-22SB
11201920884, NA1ESZM002-17SA
11201810882, NA1ESZB032-17SB
11201810882, NA1ESHT012-17SB
11202230803, DA2BCM0505-22SB
11201921377, NA1ESHP012-13SB
11202212403, NA1BHP0001-15SB
11202231789, DB1ESTO005-17SA
11202130242, NAMCZA004-13SA
11202232337, DANHZ2021-11SB
11202232337, DA1ESHR024-14SB
11201920214, DAESTG005-17SB
11202230974, DA2BCJ0204-15SA
11202230974, DA1NHT1083-16SA
11201932571, DB2BCM0505-22SB
11028016, DAESZG023-17SB
11202231953, DA1BHQ0301-15SB
11202231953, DA1BCL0306-15SB
11202020301, NB1BHP0001-15SB
11202020301, NB1ESTO013-17SB
11202020301, NA1ESZT022-17SB
11201811747, NA1ESZM002-17SA
11201811747, NA1NHZ4080-20SA
11201811747, NA1ESZU030-17SA
11201920857, DA1NHT5004-15SA
11201811460, DA1ESZB033-17SB
11202130304, NA1ESHR005-13SB
11202130304, NAESZR026-21SB
11201810150, DA1ESHR015-21SB
11202021909, DA1NHZ2092-16SB
21023016, NA1ESHT009-17SB
11202021878, NB1BCS0002-15SB
11202021878, NA2BCK0104-15SA
11201810368, NAESTG003-17SB
11046116, NA2ESTA006-17SA
11201810366, DA2BCJ0205-15SB
11201810366, DA1BCN0407-15SB
11201812366, NA1NHZ4081-20SB
11202020218, DANHH2007-13SB
11202020218, DANHZ2132-18SB
11202020026, NA1ESHR005-13SB
11202020026, NA1ESHR015-21SB
11202021732, DA1BCS0002-15SB
11202130252, NB2BCK0104-15SA
11202130259, DA1ESHP021-13SB
11202020866, DAESHR029-21SB
11201920482, DA1BCN0407-15SA
21085614, DA1MCTC014-13SB
11201722484, DA1ESHR004-13SB
11202130582, NB2BCK0104-15SA
11202130582, NB1ESTO017-17SB
11202130985, DA1ESZT009-17SB
11201811863, DA1NHI5001-15SB
11071614, DANHZ2132-18SB
11202022268, DB1BHS0005-19SB
11202022268, NAESHC017-17SB
11202231453, NB2BIN0406-15SA
11202231943, DB1BHQ0002-15SB
11202231943, DB2BIS0003-15SB
11202231943, DA2BCN0407-15SB
11202231943, DB1BHQ0301-15SB
11201921772, NA1ESHT020-17SB
11201921772, NB2BIN0406-15SB
11201920834, NAESZP002-13SB
11201920834, NA1NHH2017-16SB
11202131216, DA1ESHR024-14SB
11202130637, DB1ESTO011-17SA
11202231117, NB1LIE0001-19SA
11202021305, NB1ESTO005-17SB
11202231586, NB1BCL0306-15SB
11202231586, NA2BIN0406-15SB
11103016, NAESTA020-17SA
11202232335, NA1BCN0404-15SA
11201822525, NA4BCN0407-15SA
11201921592, DANHZ2021-11SB
11201921592, NA1MCTC009-15SB
11201721584, NAESZC024-17SB
11202131000, NB1ESTO017-17SA
11202111117, NB1BCM0505-22SB
11201920903, NA1BHP0001-15SB
11202130781, NANHT1059-15SA
11202021758, DA2MCTA016-13SA
11201922266, DB1BIN0406-15SA
11201812113, DA1MCTC018-15SB
11201812113, DA1MCTC020-15SB
11202022284, NANHZ3010-15SA
11202022284, DA1NHZ2092-16SB
11202021323, NA1MCZB013-13SA
11202130782, DB1BIQ0602-15SB
21093115, NA1ESZT022-17SB
11202020643, NA1MCZC018-20SB
11202020643, NA1MCZC010-15SB
11202020643, NA1MCTC009-15SB
11202020643, NA1MCTC001-15SB
11202020996, DA1ESHC032-17SB
11202020716, NA1ESHT011-21SB
11202020716, DAESTI016-17SA
11201921622, NA1ESTO902-17SA
11202131004, DB1BHQ0301-15SB
11202131004, NB1BHQ0002-15SA
11201921937, DA1BHQ0002-15SB
11201920804, NAMCZA015-13SA
11202131007, NA1ESTO902-17SB
11202231577, NB3BCM0505-22SA
11201922317, NA1BIQ0602-15SB
11201722322, DA1MCZA038-17SA
11201722322, DAESZA023-17SA
11201722322, DAESZA006-17SB
11202130488, DA4BIS0003-15SA
11202130488, NB1BCL0306-15SB
11201722257, DA1ESHP019-13SB
11201920210, NAESTG016-17SB
11201812152, NANHH2007-13SB
11202112053, DA2BIK0102-15SB
11202231039, NA1BCL0306-15SB
11202231039, NA1BCN0407-15SB
11202231039, NA1BCK0104-15SA
11202020165, NA1ESTB005-17SB
11201921155, NANHT1072-15SA
11201721575, NA1MCTC021-20SB
11201721575, NA1MCTC014-13SB
11114014, NA1ESTU039-17SA
11114014, NA1ESZU022-17SA
11114014, NA1ESZU028-17SA
11201922203, NB1LIE0001-19SA
11202022170, NA1MCTA007-17SA
11202022170, NA2BCK0104-15SA
11202131013, NB1BCS0002-15SB
11202131013, DA1ESTO902-17SB
11201922334, NA1NHZ4080-20SA
11201922334, DA1BCS0002-15SB
11201812271, NB1BHQ0002-15SB
11201812271, NANHH2007-13SB
11201920845, DA2MCTA007-17SA
11202130489, NA1ESTO014-17SB
11201721544, DA2BCS0002-15SA
11201721544, DA1MCTA003-17SA
11201721544, DA1MCZA038-17SA
11201720106, NA2MCTA024-13SA
11201720106, NA2MCTA025-13SA
11201922148, DA1BHS0005-19SB
11201922148, DA1ESHP012-13SB
11201920537, NAESTE018-17SA
11201921697, DA2MCTA018-13SA
11201722503, DANHZ2116-18SB
11201722503, DB1BHP0001-15SB
11202231231, NA2BIL0304-15SB
11202310014, NA1MCTC018-15SB
11202022073, NA1BCN0407-15SA
11121716, NA2MCTB001-17SA
11202231853, NB1BHP0001-15SB
11201921278, NB1NHT5004-15SA
11201721381, DA1ESHC016-17SB
11201720202, NANHH2033-18SB
11202022074, NA4BIS0003-15SA
11202022074, NA6BCM0505-22SA
11202022074, NA2ESTO011-17SA
11017916, DA1MCTA024-13SA
11202231752, DA1MCZC010-15SB
11201712922, NANHH2086-16SB
11201712922, NANHZ2111-18SB
11201712922, DANHZ2132-18SB
11202020084, NA1ESHT020-17SB
11202020084, NA1ESZP041-14SB
11202130872, NB1BIN0406-15SA
11202112054, DA1BCS0001-15SA
11202112054, DA1MCTA003-17SA
11202130877, NANHT1002-15SA
11202130877, DA1MCTC001-15SB
11201811622, NA2ESTA006-17SA
11202020376, NA2MCTB001-17SA
11202021252, DA1ESHC013-21SB
11024115, NAESTE037-17SA
11201921292, NA1BHS0002-17SB
11201921292, NA1ESHC012-21SB
11201920780, NA2NHI5001-15SA
11201932457, NA1ESZT022-17SB
11201932457, NA1ESHP019-13SB
11201812162, DA1BHQ0002-15SB
11201812162, DB1BHP0001-15SB
11202020261, DA1MCTA009-13SA
11202021882, DA1ESTO012-17SA
11202020726, NAESHC017-17SB
11202111712, NB3BCN0407-15SA
11202111712, NA1BCS0002-15SA
11033416, NANHZ6002-18SA
11202130881, NA1BHP0001-15SB
11202130881, NA1ESHP012-13SB
11201810083, NA1ESZU022-17SA
11202131022, NB1BHP0001-15SB
11202022013, NBESHC035-21SB
11201812213, NAESTE026-17SA
11201921968, NAESTA020-17SA
11201921968, NB1NHI5002-15SA
11202230266, DA1BCJ0204-15SB
11201921683, NA1ESHR016-21SB
11201921683, NA1ESHR031-21SB
11201721741, NA1ESHP012-13SB
21010113, NAMCZA014-17SA
11201920490, NA1ESZA011-17SA
11201921380, NA1ESHC013-21SB
21068416, NA2BIS0003-15SB
21068416, NA1ESHT020-17SB
11202130948, NB2ESTO011-17SA
11202130948, NA1ESZM002-17SA
11201722906, NA1ESZU013-17SA
11201921279, DANHT1059-15SA
11202131033, NA1MCZC002-15SB
11202131033, DANHZ2116-18SB
11202131033, DANHZ2021-11SB
11202131033, DA1MCTC009-15SB
11201932564, NA1ESHC026-21SB
11201932564, DAESZC037-21SB
21088416, NA1ESHP012-13SB
11201922326, DANHZ3043-15SA
11201720256, NA1ESZB032-17SB
11201811505, NA1ESTU021-17SA
11201811505, NAESTE030-17SA
11088616, NA1BCS0002-15SB
11088616, NA1MCTB014-17SA
11201811807, NA1MCTA007-17SA
11201811807, NA2MCTA025-13SA
11201922233, NB2BCK0104-15SA
11038016, NA1ESTA017-17SA
11202230749, NA1ESZU013-17SA
11202230749, DC1ESTO005-17SA
11201921797, NA1MCTC001-15SB
11202131035, DA1MCZC018-20SB
11201921427, NANHT3096-22SA
11202111992, DA1ESTO011-17SB
11202230423, NA4BCJ0205-15SA
11202020138, DAMCZA030-17SA
11201811052, DAESZS033-17SB
21028116, DA1MCTB001-17SA
11201811860, NB5BCJ0205-15SA
11201921368, DA1ESHR031-21SB
11201921368, DA1ESHC003-17SB
11201921368, DA1ESHC013-21SB
11202111926, DA1ESTO011-17SA
11202111926, DA1NHZ4081-20SB
11201810982, NA1ESTA003-17SA
11201810062, NA1MCTC021-20SB
11201810062, NA1MCTC014-13SB
11202130955, DB5BIS0005-15SB
11202021107, NA1BCS0002-15SA
11202021107, DA2MCTA018-13SA
11202231469, NA1ESTA003-17SA
11202231469, NAESZE075-17SA
11202231469, NA4BCN0407-15SA
11202021017, NAESZA016-17SA
11202021108, NA1MCTB001-17SA
11202021108, DA1ESTO011-17SB
11202021108, DB1ESTO902-17SB
11202021058, DB1ESZU028-17SA
11202231487, DA1NHI5002-15SA
11202020434, DB1NHZ5023-18SA
11202021774, NA1MCZC018-20SB
11202021774, NA1MCZC010-15SB
11202020346, DA1MCTC001-15SB
11202230499, NA1BCJ0205-15SA
11201721448, NB1BCK0104-15SB
11201721448, NANHZ2111-18SB
11201721448, NAESZP002-13SB
11201721448, NA1ESZP041-14SB
11201921461, NC1ESTO902-17SA
11201810108, NB1LIE0001-19SA
11202231909, DB1BCL0306-15SB
11202131113, NA6BCJ0205-15SA
21078814, NANHH2086-16SB
11202232225, NAESZE110-17SA
11202022297, NA1NHZ4028-15SA
11202022297, NA1NHT4053-15SA
11202231597, NA2ESTO005-17SA
11089116, NA1ESZU030-17SA
11063516, NA1NHI5002-15SB
11201721718, DA1ESTA002-17SA
11201921192, DA1ESTM004-17SA
11202231451, DA1BCN0404-15SB
11202021089, NAMCZA015-13SA
11015515, DA3BCN0407-15SA
11015515, DA1NHT3095-15SA
11015515, DAMCTD024-18SA
11015515, DA1NHI5001-15SA
11015515, DANHT3065-15SA
11015515, NA1BCK0104-15SA
11202111145, NA1ESTO013-17SB
11201922366, DA1BHS0002-17SB
11202020501, NB1BCM0505-22SB
11202020211, NA1ESHT009-17SB
11202131314, DAESTU038-17SA
11202020919, NA1MCZC011-15SB
11202020919, NC1ESTO902-17SA
11202130576, NA1BIQ0602-15SB
11202130576, DB1ESTO013-17SB
11201920312, NB1NHI5002-15SA
11202232154, NB2BIN0406-15SA
11201810020, NA1ESZU013-17SA
11202022008, NA1ESHC028-17SB
11202021222, DA1ESTO902-17SB
11202020450, DB1BCS0002-15SB
11202021975, NA1NHZ2044-11SB
11201723028, NABCL0306-15SA
11202210044, NB1BCJ0205-15SA
11202021886, NA1ESHR031-21SB
11201811959, DA1MCTA016-13SA
11202130090, DA1NHT4017-15SA
11202232281, NA1ESHR005-13SB
11202232281, DA1BIR0004-15SB
11202232281, NAESHR007-21SB
11202232003, NA1MCZC018-20SB
11202021250, NAMCZA008-17SA
11202111827, NA1ESHP012-13SB
11201920365, NAESTG016-17SB
11201810816, NANHT3068-15SA
11202231024, DC1ESTO011-17SA
11202231024, DA5BCM0505-22SA
11202021949, DA2BCK0104-15SA
11202020511, DB1BCL0306-15SB
11202020511, DAESHR007-21SB
11202020135, NA1ESTO001-17SB
11202020135, DA1ESTA014-17SA
11202230936, DA1ESTO005-17SB
11202130646, NA1BHP0001-15SB
11202021206, NANHH2007-13SB
11202022069, NAESHR007-21SB
11202231814, NANHH2073-18SB
11202231814, NB1ESTO005-17SB
11201812063, NA1BCS0002-15SB
11202020957, NAESTG001-17SB
11202020957, DA1ESTA014-17SA
11201720246, DAESZS033-17SB
11075511, NA1ESTO001-17SB
11202022009, DA1NHZ2092-16SB
11201932569, NA1LIE0001-19SA
11201932569, NA1ESTU009-17SA
11201932569, NANHZ3056-15SA
21018514, NA1ESZU030-17SA
11201721762, NANHZ2116-18SB
11201722110, NA1MCTB019-17SA
11202020810, DAESHT017-17SB
11202020127, DA1ESTB005-17SB
11202230746, NA1BCJ0205-15SB
11202130757, NA2ESTO006-17SA
11202210075, DA1ESHC028-17SB
11202210075, NC1ESTO013-17SB
11202210075, DA1ESHR005-13SB
11202210075, NAESHR007-21SB
11202210075, DA1ESHC016-17SB
11201811835, DA1ESTB031-18SB
11202231337, DA1ESTO012-17SA
11201920852, DB1ESTO902-17SB
11202231318, DB1BIR0004-15SB
11202230607, DA1ESTO011-17SA
11201811027, NA2NHT5004-15SA
11075610, DA2NHI5001-15SA
11075610, DAMCTD024-18SA
11075610, DA2NHI5002-15SA
11202111722, NA1MCTB001-17SA
11202111722, NA1BCS0002-15SA
11202130765, NABCL0306-15SA
11202230523, DB1ESTO011-17SA
11202230713, NA6BIS0005-15SB
11201810948, NAESZG002-17SB
11202130769, DA1BIQ0602-15SB
11201921222, NA2MCTB001-17SA
11201722175, NANHZ3010-15SA
11202022265, DAESZG036-17SB
11202022265, NB1BCS0002-15SB
21086716, NA1ESHR004-13SB
21031016, NAESZG002-17SB
11201822510, NA1ESTI002-17SA
11201822510, DAESZA006-17SB
11202130379, DA2BCS0002-15SA
11202130379, DA2MCTA025-13SA
11202232212, NC1BCS0001-15SA
11202231074, NAESTE037-17SA
11202231074, NAESZM032-17SA
11202231074, NA1NHT4030-15SA
11202231074, NB1BCN0407-15SA
11202021790, NAESZS012-17SB
11202021790, NB1ESTO017-17SB
11202230772, DB1BCN0407-15SA
11201922204, DA1ESTB021-17SB
11201722850, DA1ESTG020-17SB
11201722850, DAESTG025-17SB
11201921390, NA1NHZ2044-11SB
11201810453, NA1ESTB024-17SB
11201810262, NB1ESTO005-17SA
11201810262, NAESTU038-17SA
11201811690, NAESHR029-21SB
11202020611, NA1ESTO013-17SB
11201920406, NA1ESZM028-17SA
11201920406, NAMCZA004-13SA
11201922168, DA3BIS0003-15SB
11201922168, DB1ESTO902-17SB
11201922168, NA1ESZT009-17SB
11202021516, DB4BIS0005-15SB
11201810464, NANHZ2111-18SB
11202020262, DB1BCS0002-15SA
11202111896, DA1ESHC012-21SB
11202020437, DAESZU002-17SA
11202020437, DA2BCS0002-15SA
11202130962, NA1NHZ1096-19SA
11202130515, DC1ESTO011-17SA
11201921453, NANHT1056-15SA
11202130523, NA1ESHR024-14SB
11201921702, DA2BCS0002-15SA
11201810134, DANHZ3043-15SA
11202231324, NA2BIQ0602-15SB
11007816, DA1BCS0002-15SA
11201721482, NA1LIE0001-19SA
11202130527, DAESZI014-17SA
11202020173, NANHH2007-13SB
11202020173, NA1NHI5001-15SB
21085214, NB2NHI5002-15SA
11201920451, NA1LHZ0018-19SB
11202130439, DA1LHZ0018-19SB
11202231982, NA4BIS0003-15SB
11202130671, DB1ESTO011-17SA
11202130671, DB1NHT5004-15SA
11201920288, NA1BCS0002-15SB
11201920288, NA1ESTO011-17SB
11201921706, NC1ESTO902-17SA
11202230980, DA1ESZM001-17SA
11202020303, NB1BCK0104-15SA
11202020303, NA1MCTB019-17SA
11201921448, NA1ESZM028-17SA
11202021704, NA2MCTA007-17SA
11202022029, NAESHP030-14SB
13201910065, DA1ESHP009-13SB
13201910065, DA1ESHP019-13SB
11201810622, DA1MCTA003-17SA
11202130689, DA1ESTO011-17SB
11202131707, DA1BIN0406-15SB
11202021860, DANHZ1090-15SA
11201810532, NA1BCN0407-15SB
11201920238, ND1ESTO902-17SA
11202021195, DC1ESTO902-17SB
11201723095, DANHH2035-13SB
11201723095, DA1ESHP019-13SB
11202020938, NA1BHO1102-19SB
11094913, NA1ESTO017-17SB
11202212409, DB2BCK0104-15SA
11105313, NA1ESZM022-17SA
11105313, NA1ESZM028-17SA
11105313, NA1ESZM031-17SA
11201721315, NB1BCS0002-15SB
21079416, NA1ESTB025-17SB
11068215, NAESTA020-17SA
11068215, DAESTA013-17SA
11068215, NA2MCTB001-17SA
11068215, NA2ESTA006-17SA
21061315, NANHH2007-13SB
21061315, NAESHC017-17SB
11202231293, DA1NHI5002-15SA
11202231293, DB1LIE0001-19SA
11202231535, DB1BHQ0301-15SB
11202111580, NA1ESTO017-17SB
11201810642, NA1ESZB032-17SB
11201810642, DA1ESTB021-17SB
11202021678, DAESZI014-17SA
11202020268, DANHH2033-18SB
11202231776, DA1BHQ0002-15SB
11202021132, NA1ESZP041-14SB
11201811162, DA1ESHC003-17SB
11201811162, DA1ESHC027-21SB
11201812017, NA1ESZU030-17SA
11201822416, NAESZA019-17SA
11202310040, NAESHC035-21SB
21052613, DA1ESHP009-13SB
21039212, NAESTI020-17SA
11201721747, NA2MCTB001-17SA
11043711, NA1NHT3037-13SA
11202020059, NANHT1054-15SA
11085013, DA1NHT5004-15SA
11085013, DA2NHI5002-15SA
11085013, DANHT3089-15SA
11202130799, DA2NHI5001-15SA
11201722518, DAESHR029-21SB
11201810428, DA1BCS0002-15SA
11202231020, DB3BIS0005-15SB
11202021409, DA1NHT1083-16SA
11201722207, DA2BCJ0204-15SA
11202022031, NA1ESHC003-17SB
11202022031, NA1ESHC013-21SB
11033016, NA1MCTA003-17SA
11202231040, DB1LIE0001-19SA
11202231144, DA2BCK0104-15SA
11201932455, NA1ESHC003-17SB
21020014, NA1ESHC028-17SB
11201920134, DA1ESHP019-13SB
11202022118, NA1ESHP019-13SB
11202022118, NAESZP002-13SB
11202131645, NB1BCN0407-15SB
11202131647, NB3BCJ0205-15SB
11202131647, NB1ESTO011-17SB
11201920926, DB1BIR0603-15SB
11201722673, NAESTI015-17SA
11202210055, NB1BHP0001-15SB
11202131904, NA4BCM0505-22SA
11093914, NANHH2033-18SB
11202231307, DB1ESTO005-17SB
11202020295, NA2ESTO006-17SA
11201722868, NB1BHQ0002-15SA
11201921358, DANHT1063-15SA
11202230400, NA1MCZC002-15SB
11201811732, NAMCZA015-13SA
11202130624, NA1MCTC020-15SB
11201920955, NAESZE038-17SA
11201920955, NA3ESTU009-17SA
11202310085, NC1ESTO013-17SB
11201920202, NC1ESTO013-17SB
11202021948, DA2BCS0002-15SA
11201810166, NA1ESZB032-17SB
11202111587, DA1ESTO902-17SB
11063113, DA1MCTA025-13SA
11201811785, DA1ESTG020-17SB
11202310041, NA1BHQ0301-15SB
11202310041, NAESHR007-21SB
13201812193, NANHZ2116-18SB
21090116, NB1ESTO902-17SB
11202231065, DA1BCJ0204-15SA
11202231065, DANHZ2021-11SB
11201720672, NA1ESTO006-17SB
11202130827, DA1ESTB021-17SB
11202130827, DA1MCTC009-15SB
11201810406, NA1NHZ4081-20SB
11202230538, DA1ESTU031-17SA
11201922172, NA1NHZ4080-20SA
11201720630, DA1NHI5002-15SA
11201720630, DA1ESHC003-17SB
11201810227, NA1ESTU025-17SA
11202310082, NA1ESHC038-17SB
11202022253, DA1BCK0104-15SA
11202232233, NA2BIN0406-15SB
11201722646, NA1BHQ0002-15SB
11201920287, NAMCZA015-13SA
11201920287, NA1MCZA002-17SA
11201920513, DAESTU038-17SA
11201920513, DB1ESTO902-17SA
11202020928, DA2BCS0002-15SA
11201921147, NA1ESTU031-17SA
11201921579, DA1LHZ0035-19SB
11201722493, NAESTU038-17SA
11201722493, NA1NHZ4081-20SB
11201722493, NA1ESTB021-17SB
11201721134, NA1ESTU034-17SA
11201721134, NAESZU002-17SA
11202130548, NC1ESTO902-17SB
11067316, NAESZE094-17SA
21086414, DAESHC035-21SB
21086414, DB1ESHC037-21SB
11202021204, DB1ESTO011-17SB
11202231214, DB1ESTO012-17SA
11202231214, DANHT1002-15SA
11202021011, NANHH2086-16SB
11201811776, NA1ESTO017-17SB
11201810550, NB1ESTO902-17SA
11202021328, DA1ESTO017-17SA
11202021328, DC1ESTO902-17SA
11202212446, DANHZ6013-18SA
11201722999, DA1MCTC021-20SB
11202310110, NAESZR026-21SB
11202310110, NA1ESHT018-17SB
11202310110, NB1BCL0306-15SB
11202310110, NAESHR007-21SB
11201720330, NB1BHQ0002-15SA
11201720330, NAESZI016-17SA
11091213, NA1MCTC020-15SB
11202230236, DA1NHI5002-15SA
11201811597, DA1ESTO015-17SA
21061115, NA1NHZ4081-20SB
11201810679, DAESTE032-17SA
11202111599, DA1ESHC003-17SB
11201921986, NAESTS013-17SB
11202130322, NB2BIN0406-15SB
11202020925, DA1BHQ0002-15SA
11201921096, NAESZG002-17SB
21027015, NA1ESTU021-17SA
11202021500, NAESZG036-17SB
11201920950, NAESTG024-17SB
11201920950, NAESTG003-17SB
11161309, DANHT1056-15SA
11202020228, DA1NHT5004-15SA
11202310117, NB1BCK0104-15SA
11019316, DA1MCTA018-13SA
11202321475, NA1ESTA017-17SA
11202321475, NA1MCTB010-13SA
11202230544, NA5BCM0505-22SA
11202131354, DB1NHT5004-15SA
11202131848, NB1LIE0001-19SA
11201723084, NA1NHT4057-15SA
11201723084, NA1NHT4017-15SA
11201723084, NAESTE037-17SA
11202130843, DA1MCTA003-17SA
11202130851, DA1ESTO902-17SB
11114414, NA1ESZM002-17SA
11202130145, DA2MCTA024-13SA
11201811051, NA1ESZM002-17SA
11201721490, NA1MCZC018-20SB
11201812313, ND1ESTO902-17SA
11201922199, NAESTE037-17SA
11201920821, DANHT1002-15SA
11201810581, NA1ESHT020-17SB
21063815, NA1MCZC002-15SB
21063815, NA1MCZC018-20SB
21063815, NA1MCZC010-15SB
21063815, NA1MCTC014-13SB
11201920450, NA1ESHT009-17SB
11201810943, NB1ESTO017-17SB
11202130456, NA1BCK0104-15SA
11202130456, NA2BIN0406-15SA
11202021268, DA1ESTA014-17SA
11201810118, DA1ESZM037-17SA
11202111738, NB2BCM0505-22SA
11201921930, NB1BCS0002-15SB
11201920658, NA1BHS0002-17SB
11201811921, DA1ESHP021-13SB
21038415, NA1ESTO013-17SB
21038415, NA1ESHP012-13SB
11202021127, DA1ESHR031-21SB
11202021535, DB1ESTO013-17SB
11202021535, DA1ESTO902-17SB
11201922344, DB1BIJ0207-15SA
11202230999, DB1BCL0306-15SB
21085915, NA1ESHP028-14SB
21085915, NA1ESHP009-13SB
21085915, NA1ESHP019-13SB
11202231445, DA1BHQ0002-15SB
11202022280, NB1ESTA003-17SA
11201722890, NA1ESTE014-17SA
11106515, NA1ESTA017-17SA
11202022044, NANHZ2052-11SB
11202021812, NANHH2073-18SB
11202021812, NANHZ2051-11SB
11201810858, DB1ESTA017-17SA
11201722654, DA1ESTG020-17SB
11201722654, NA1LIE0001-19SB
11201722654, DAESTG025-17SB
11202020359, NB2NHI5002-15SA
11202020359, DANHT1063-15SA
11201921403, DA1ESZB007-17SB
11201921403, DA1ESTM010-17SA
11201812045, NAESTS018-17SB
11201812320, DB1ESHC037-21SB
11202210082, NA1ESHP009-13SB
11201722102, NA1ESHC026-21SB
11201921149, NA2MCTA018-13SA
11201921149, NA1MCTA003-17SA
11201920662, NA1ESTO005-17SA
11202310075, NA1ESHR031-21SB
11202020931, DA1NHZ4081-20SB
11201812248, DA1ESZM001-17SA
11201810586, NA1ESZU030-17SA
11201721826, NA1ESTO017-17SB
11201721826, NB1BHP0001-15SB
11202021897, DB1BCK0104-15SB
11202021897, DA1ESHC012-21SB
11201811473, NB1ESTO017-17SB
11201811473, NA1NHZ5023-18SB
11201811594, NA1NHZ4080-20SA
11202020766, NB1ESTA014-17SA
11202020766, DA1ESTO902-17SA
11202020766, NA1NHT4017-15SA
11109712, DA1MCZB031-17SA
11109712, NAMCTD024-18SA
11109712, NAMCZA004-13SA
11109712, NA1NHZ2044-11SB
11201920890, DA1ESZU022-17SA
21017813, NA1ESTO008-17SB
21017813, NA1ESTB023-17SB
11202130793, NA1MCZA002-17SA
11202130792, NB1BCN0407-15SA
11202230514, NA1ESTO005-17SA
11201722416, NAESTE037-17SA
11202020668, NB1BHQ0002-15SA
11202020668, NA1ESTO012-17SA
11201810482, DB2BCK0104-15SA
21028415, DA1ESHP031-14SB
11201920220, DA1NHZ5023-18SB
11201922011, NAESTG002-17SB
11201721254, NA1ESTB025-17SB
11201920371, NAESTG002-17SB
11201920371, NANHZ3080-15SA
11201920371, DA1ESTU039-17SA
11202231364, DA1BHQ0301-15SB
11202231364, DA1BCL0306-15SB
11202230697, NA2MCTA007-17SA
11201723085, DA1MCTA003-17SA
11202212447, DABCL0306-15SA
11202212447, DB3BCN0407-15SA
11202212447, DA2BCK0104-15SA
11201721685, DA1ESHR004-13SB
11202020461, NA3ESTU009-17SA
11201811515, NA1MCTA003-17SA
11201811515, DA1ESTO902-17SA
11202020029, DB2BCJ0205-15SA
11202022011, DANHH2007-13SB
11201921894, NA1ESHC012-21SB
11202210083, NA1BCL0306-15SB
11201920286, NA1ESTG021-17SB
11087316, DA1MCTA003-17SA
11202111488, DA1ESHC012-21SB
11202111488, DAMCZA030-17SA
11202231727, DA1LIE0001-19SA
11202231727, DA4BIS0003-15SA
11202212449, DA1BIK0102-15SA
11202020948, NAESZR026-21SB
11202020948, NAESZP002-13SB
11202020948, NA1ESHT012-17SB
11202020948, NA1ESZP041-14SB
11202020484, DA1MCZC011-15SB
11201722527, NB2ESTO011-17SA
11201922300, NA2NHI5001-15SA
11201721313, DB4BCJ0205-15SA
11201812266, DA1NHZ5023-18SB
11201811538, NANHT3049-15SA
11201810452, NA1MCTC020-15SB
11201810452, NA1MCTC021-20SB
11202130709, NA1NHI5001-15SB
11202130663, NA2ESTA014-17SA
11202232265, DANHZ2021-11SB
11201810048, NA2MCTA007-17SA
11201810048, NA1MCTA018-13SA
11202020929, DA1LIE0001-19SA
11201720856, NA2BCK0104-15SA
11201720856, NA1BCN0404-15SA
11201921509, NA1ESZM028-17SA
11201921509, NA1BCN0407-15SA
11202111850, DA1BIN0406-15SA
11202020713, NAESTE033-17SA
11202020713, NAESTU038-17SA
11202131447, NABCL0306-15SA
